account,sales_agent,product,lead_score
Funholding,18,MG Special,
Konmatfix,18,MG Special,
Condax,19,GTX Basic,99.0
Zotware,21,GTX Plus Pro,1.0
Nam-zim,22,GTX Basic,
Faxquote,22,GTX Basic,
Condax,22,MG Special,
Treequote,0,MG Special,
Funholding,0,GTX Plus Pro,94.0
Umbrella Corporation,1,GTX Plus Pro,
Zotware,1,GTX Plus Basic,
Zotware,1,GTX Plus Basic,
Kinnamplus,1,MG Special,
Donquadtech,12,GTX Plus Basic,
Scottech,23,MG Special,
Bluth Company,24,GTXPro,
Betasoloin,25,GTXPro,
Funholding,26,MG Advanced,99.0
Kan-code,27,GTX Basic,
Kan-code,27,GTX Basic,
Ontomedia,27,MG Advanced,
Green-Plus,28,GTX Basic,
unknow,4,GTXPro,
unknow,4,MG Advanced,
Newex,4,GTX Basic,
Bioholding,5,GTX Basic,
Cheers,6,GTX Basic,
Finjob,6,GTX Basic,
Sonron,7,GTX Plus Basic,
Fasehatice,7,GTX Plus Basic,
Globex Corporation,10,GTX Plus Basic,98.0
unknow,11,MG Special,
Kan-code,15,MG Advanced,
Donquadtech,17,GTX Plus Pro,2.0
Fasehatice,22,MG Special,
Kan-code,22,MG Advanced,1.0
Mathtouch,1,GTXPro,
Zathunicon,12,GTX Plus Basic,0.0
Bioholding,23,GTX Basic,
Konex,24,GTXPro,
Scottech,26,GTXPro,
Ganjaflex,27,GTX Basic,100.0
Plussunin,29,GTX Plus Pro,0.0
Initech,4,GTX Plus Basic,
Faxquote,6,MG Advanced,1.0
Faxquote,6,GTX Basic,
J-Texon,6,GTX Plus Basic,
Funholding,8,MG Special,
unknow,9,GTX Plus Basic,0.0
Finhigh,14,GTXPro,
Domzoom,14,GTX Basic,
Inity,14,GTX Plus Pro,
Bubba Gump,15,GTXPro,
Vehement Capital Partners,17,GTXPro,99.0
Dontechi,18,MG Special,
Rundofase,18,MG Special,
Konmatfix,18,MG Advanced,
Hottechi,19,GTX Basic,
Mathtouch,20,GTXPro,
Xx-zobam,12,MG Advanced,
Treequote,23,GTX Plus Basic,
Scottech,23,MG Advanced,
Umbrella Corporation,24,GTX Plus Pro,
Donquadtech,24,GTXPro,
Iselectrics,25,GTX Plus Basic,
Bioholding,26,GTX Plus Basic,
Rangreen,26,MG Advanced,99.0
Bubba Gump,29,GTX Plus Pro,
Genco Pura Olive Oil Company,2,MG Advanced,
Codehow,2,GTX Plus Basic,
Bioholding,2,MG Special,
unknow,3,MG Advanced,
Blackzim,3,MG Advanced,
unknow,4,GTXPro,
Golddex,4,GTX Basic,
Singletechno,4,GTX Basic,89.0
dambase,5,GTX Basic,
Hottechi,5,GTX Basic,4.0
unknow,6,GTXPro,
Rantouch,6,GTX Plus Pro,
J-Texon,6,GTXPro,
Cheers,7,GTX Basic,
Y-corporation,7,MG Advanced,
Codehow,8,GTX Basic,100.0
Blackzim,11,GTX Plus Pro,99.0
Bubba Gump,16,MG Special,20.0
unknow,16,MG Special,
Inity,18,GTX Plus Pro,
Conecom,18,MG Advanced,
Warephase,18,MG Special,
Scotfind,19,MG Advanced,
Plexzap,19,MG Special,
Umbrella Corporation,20,GTX Basic,5.0
Mathtouch,20,MG Special,
unknow,22,GTXPro,
Finhigh,0,GTX Basic,
Toughzap,0,GTX Plus Pro,
Cancity,0,MG Special,
Konex,1,GTX Plus Basic,
Zencorporation,12,GTX Plus Pro,
Gogozoom,23,GTX Plus Pro,
unknow,24,GTX Basic,
unknow,24,GTXPro,
Inity,26,GTX Plus Pro,
Ron-tech,26,GTXPro,
Yearin,29,MG Special,
Streethex,2,MG Special,
unknow,4,GTX Plus Pro,0.0
Plusstrip,6,GTX Plus Pro,
Doncon,7,GTX Basic,
Hatfan,9,MG Advanced,
Finjob,11,GTX Basic,
Bioholding,13,GTX Basic,
Iselectrics,15,GTX Plus Basic,
unknow,16,MG Special,
Sonron,17,GTXPro,13.0
Kan-code,20,GTX Basic,
J-Texon,22,GTX Plus Basic,
Lexiqvolax,22,GTXPro,
Newex,22,GTX Basic,
Treequote,0,GTX Plus Pro,
Statholdings,0,MG Advanced,
dambase,0,GTX Plus Basic,
Plussunin,1,GTX Plus Basic,
unknow,12,GTX Basic,
Kan-code,24,MG Special,
Inity,26,GTXPro,
Finhigh,26,GTX Basic,
Toughzap,26,GTXPro,
Konex,29,MG Advanced,100.0
Opentech,29,MG Advanced,
Genco Pura Olive Oil Company,2,MG Advanced,1.0
Labdrill,3,MG Advanced,100.0
Conecom,5,GTX Basic,98.0
Gogozoom,5,GTX Plus Basic,
Cancity,5,MG Special,
Rangreen,5,MG Special,98.0
Goodsilron,7,GTX Plus Basic,
Sunnamplex,7,GTXPro,100.0
Betatech,10,MG Special,
Kan-code,11,GTX Plus Pro,
Initech,15,GTX Plus Basic,2.0
Zencorporation,15,GTXPro,
Konmatfix,18,MG Special,
Toughzap,18,MG Special,
Genco Pura Olive Oil Company,19,GTX Basic,
Zoomit,19,GTX Plus Basic,
Xx-holding,19,MG Special,
unknow,20,MG Advanced,0.0
Initech,20,GTX Plus Pro,
Konex,22,GTX Plus Basic,
Cancity,0,GTX Basic,
unknow,12,GTX Plus Basic,0.0
Iselectrics,12,GTX Basic,
Konex,24,GTX Basic,
Kinnamplus,24,GTXPro,
unknow,25,GTXPro,
Ontomedia,27,MG Advanced,
Dalttechnology,28,MG Special,
Conecom,2,GTXPro,
Kan-code,6,GTXPro,
Labdrill,7,GTX Plus Pro,
Cancity,10,GTX Basic,
Lexiqvolax,11,GTX Plus Pro,
Treequote,14,MG Advanced,96.0
Plussunin,15,GTX Plus Basic,99.0
Yearin,15,GTXPro,
Golddex,16,MG Special,99.0
unknow,19,MG Special,0.0
Dalttechnology,19,MG Special,
Labdrill,22,GTX Basic,
Sonron,22,GTX Basic,98.0
Stanredtax,0,GTX Plus Pro,
Kan-code,12,GTXPro,
Conecom,26,GTXPro,
Ontomedia,27,MG Advanced,
Zoomit,3,MG Special,
Newex,4,GTX Basic,
Plexzap,4,GTX Plus Basic,
Lexiqvolax,4,GTXPro,
Fasehatice,6,GTXPro,
Labdrill,6,MG Advanced,
Plexzap,7,GTXPro,2.0
Scotfind,7,GTXPro,
dambase,8,GTX Basic,
Rangreen,8,MG Advanced,100.0
Bioholding,10,GTX Plus Basic,
unknow,11,GTX Plus Pro,
Acme Corporation,15,GTX Basic,0.0
Konex,17,GTXPro,
Konmatfix,18,MG Special,
Konex,19,GTXPro,
unknow,22,GTX Basic,
Finjob,22,GTXPro,
Scotfind,22,GTXPro,
unknow,24,GTX Basic,
Bubba Gump,25,GTX Plus Basic,
Vehement Capital Partners,25,GTX Plus Basic,99.0
Toughzap,26,MG Advanced,
Warephase,26,GTX Plus Pro,
Finhigh,2,GTX Plus Pro,
Hottechi,9,GTX Basic,3.0
Zoomit,9,MG Special,96.0
Plexzap,9,MG Advanced,
unknow,11,GTX Plus Basic,
Groovestreet,11,GTXPro,
Fasehatice,19,MG Special,
unknow,21,MG Advanced,
Rantouch,22,MG Advanced,
Ron-tech,0,MG Special,
Statholdings,0,MG Special,
Streethex,0,MG Special,
unknow,12,GTX Plus Pro,0.0
Ontomedia,12,GTX Basic,
Kan-code,24,GTX Plus Pro,
Donware,25,GTX Plus Pro,
Codehow,26,GTX Plus Basic,
Rangreen,26,GTX Plus Basic,
Ganjaflex,27,GTX Plus Basic,
Zathunicon,27,GTX Plus Basic,
Plussunin,27,MG Advanced,
Xx-zobam,29,GTX Basic,99.0
Labdrill,4,MG Special,
Goodsilron,4,GTX Plus Pro,
Groovestreet,4,GTX Plus Pro,
Stanredtax,5,GTX Basic,
Streethex,5,GTX Basic,
Warephase,5,GTXPro,
Cancity,8,MG Advanced,
Konex,9,GTX Plus Pro,1.0
Singletechno,9,GTX Plus Basic,
dambase,13,MG Special,
Stanredtax,13,MG Advanced,100.0
Treequote,14,GTX Basic,
Acme Corporation,15,GTX Basic,
Zoomit,16,GTXPro,99.0
Gekko & Co,17,MG Special,99.0
unknow,19,GTX Plus Pro,
Plexzap,19,GTX Basic,
Plexzap,19,GTX Basic,100.0
Zoomit,19,MG Special,99.0
Konex,20,GTXPro,
Dalttechnology,22,GTX Plus Basic,
Hatfan,22,GTX Plus Basic,0.0
Plusstrip,22,GTX Plus Basic,1.0
Konex,22,GTXPro,100.0
unknow,1,GTX Plus Basic,0.0
Xx-zobam,12,GTX Basic,
Betatech,23,MG Special,
Ganjaflex,24,GTXPro,
Sumace,24,GTX Basic,
Cancity,26,GTXPro,1.0
Conecom,26,GTX Plus Pro,
Warephase,26,GTXPro,
Betasoloin,27,GTXPro,100.0
Sunnamplex,4,GTX Plus Pro,
unknow,6,GTX Basic,
Lexiqvolax,7,GTX Plus Basic,100.0
Rundofase,8,GTX Basic,
Funholding,8,GTX Plus Basic,
Singletechno,9,MG Special,99.0
Donware,11,MG Advanced,14.000000000000002
Kan-code,11,GTXPro,
Betasoloin,15,GTX Basic,
Initech,15,GTX Plus Basic,2.0
Betasoloin,15,GTX Plus Pro,
Bioplex,15,GTXPro,100.0
Konex,16,MG Special,
Konex,22,GTXPro,
Initech,25,GTXPro,100.0
Gogozoom,26,GTX Basic,
Stanredtax,26,GTXPro,
Warephase,26,GTXPro,
Mathtouch,27,GTX Plus Pro,1.0
Xx-zobam,27,GTX Plus Pro,
Faxquote,3,MG Advanced,
unknow,4,MG Advanced,
Funholding,5,GTX Plus Basic,
Finhigh,5,GTXPro,
Hatfan,6,GTX Basic,
unknow,7,GTX Basic,0.0
Singletechno,7,GTX Plus Pro,
Singletechno,7,GTX Basic,100.0
Ron-tech,8,GTX Basic,
Konmatfix,8,GTX Basic,
unknow,11,MG Advanced,0.0
Rundofase,13,GTX Basic,100.0
Dontechi,14,GTX Plus Basic,
Mathtouch,15,GTX Plus Basic,
Yearin,15,MG Advanced,
Donquadtech,17,GTXPro,
Dalttechnology,19,GTX Basic,
Initech,22,GTX Plus Pro,
Toughzap,22,MG Special,
Funholding,0,GTX Plus Basic,
Ron-tech,23,GTX Plus Basic,
unknow,24,GTX Plus Pro,0.0
dambase,26,GTXPro,100.0
Domzoom,26,GTXPro,
Groovestreet,28,MG Special,
Inity,5,GTXPro,
Newex,6,GTXPro,
Nam-zim,6,MG Advanced,
Fasehatice,7,GTX Basic,
Rangreen,8,GTX Basic,100.0
Codehow,10,GTX Plus Basic,0.0
Warephase,10,GTX Plus Basic,
Gogozoom,10,GTX Basic,99.0
unknow,11,GTX Plus Basic,
Finjob,11,GTXPro,
Condax,14,MG Advanced,92.0
Massive Dynamic,15,GTXPro,
unknow,17,MG Advanced,0.0
Rangreen,18,MG Special,
Statholdings,18,GTX Plus Pro,100.0
Kan-code,20,MG Advanced,
Nam-zim,22,MG Advanced,
Toughzap,1,MG Advanced,
Betasoloin,1,GTX Basic,
Gekko & Co,24,GTXPro,
Kan-code,25,GTXPro,
Warephase,26,GTXPro,
Kan-code,27,GTX Plus Basic,0.0
unknow,28,GTX Plus Pro,
unknow,28,MG Special,
Doncon,28,MG Special,
Dalttechnology,3,MG Special,
Goodsilron,4,GTX Plus Pro,
Blackzim,4,MG Special,
Ron-tech,5,GTXPro,100.0
unknow,6,GTXPro,0.0
Lexiqvolax,6,GTX Plus Pro,
Goodsilron,9,GTX Basic,
Y-corporation,9,GTXPro,
Cancity,13,MG Advanced,
Dalttechnology,16,GTX Plus Basic,
Plexzap,16,GTX Plus Basic,99.0
Zumgoity,19,MG Special,
unknow,19,MG Advanced,
Golddex,19,GTX Basic,
Labdrill,19,MG Special,99.0
Bubba Gump,20,GTX Basic,12.0
Xx-zobam,21,GTX Plus Pro,
unknow,22,GTXPro,
Toughzap,0,MG Special,92.0
Yearin,1,GTXPro,
Massive Dynamic,12,GTX Plus Basic,
Plussunin,24,GTX Plus Basic,
Kan-code,24,GTXPro,
Bluth Company,24,GTX Basic,
unknow,25,GTXPro,0.0
Rangreen,26,GTXPro,
Treequote,26,GTXPro,
Betasoloin,27,GTXPro,
Condax,2,GTX Plus Pro,98.0
Labdrill,4,MG Advanced,
Sunnamplex,6,GTX Plus Basic,0.0
Green-Plus,7,GTX Basic,100.0
Plexzap,7,GTXPro,
Condax,8,GTX Plus Pro,
J-Texon,9,GTX Basic,
Warephase,10,MG Special,97.0
Kan-code,11,GTX Basic,
The New York Inquirer,15,GTXPro,
dambase,18,MG Special,
Groovestreet,19,MG Special,
Xx-zobam,21,MG Advanced,
Plussunin,12,GTX Plus Basic,
Donware,12,GTX Plus Pro,0.0
Zotware,24,GTX Basic,
unknow,25,GTX Plus Pro,
The New York Inquirer,25,GTXPro,
Gogozoom,26,GTXPro,
Inity,26,GTXPro,
Bioplex,27,GTX Basic,
Vehement Capital Partners,27,GTXPro,
Labdrill,28,MG Advanced,
Isdom,2,GTX Plus Basic,
Bioholding,2,GTXPro,
Ron-tech,2,MG Advanced,95.0
Cheers,4,GTX Plus Pro,
Conecom,5,GTXPro,
Fasehatice,6,GTX Basic,
Sonron,7,GTX Basic,0.0
Plusstrip,11,MG Special,
Doncon,16,GTX Plus Basic,
Newex,16,MG Special,
Toughzap,18,MG Special,
Rangreen,18,MG Advanced,
Inity,18,GTX Plus Pro,
Hottechi,19,GTX Basic,100.0
Scotfind,19,GTX Basic,100.0
Blackzim,19,MG Special,
Scotfind,19,MG Special,99.0
Silis,21,MG Special,97.0
Vehement Capital Partners,1,GTX Plus Basic,
Rangreen,26,GTXPro,
Bioholding,26,GTXPro,
Hottechi,26,GTXPro,99.0
Bioholding,2,MG Special,
Conecom,2,GTX Plus Basic,
Ron-tech,2,GTXPro,
Finjob,3,MG Advanced,100.0
Inity,5,GTX Plus Basic,
Zumgoity,5,GTX Plus Basic,
unknow,6,GTX Basic,
Kan-code,6,GTXPro,
Plexzap,6,GTX Basic,
Rantouch,6,MG Special,96.0
Finjob,7,MG Special,
Zumgoity,8,MG Special,
Rangreen,8,GTX Plus Basic,
Xx-holding,9,GTX Basic,
Zoomit,11,GTX Basic,
Golddex,11,MG Special,
Dontechi,13,MG Special,
Massive Dynamic,17,GTXPro,
unknow,19,MG Advanced,
Hottechi,19,GTXPro,
Bioplex,20,MG Special,
Green-Plus,22,GTX Plus Pro,
Treequote,0,GTX Plus Pro,
Codehow,0,MG Special,
Kan-code,1,GTX Plus Basic,
Globex Corporation,23,MG Advanced,
Rundofase,23,MG Special,
Opentech,24,GTXPro,
Konex,25,GTX Plus Pro,100.0
Mathtouch,25,GTXPro,100.0
Domzoom,26,GTX Plus Basic,
Conecom,26,GTX Plus Pro,
Donware,27,GTX Plus Pro,
Plusstrip,4,GTX Plus Pro,
Nam-zim,7,MG Advanced,
Hottechi,8,GTX Basic,
dambase,8,GTX Basic,
Kan-code,9,MG Advanced,
Toughzap,13,GTX Plus Pro,
Genco Pura Olive Oil Company,18,MG Special,
Blackzim,19,GTX Plus Pro,
Faxquote,19,GTX Plus Pro,
J-Texon,19,MG Advanced,
Inity,0,GTX Basic,
Codehow,0,MG Special,
Massive Dynamic,12,GTXPro,
Plussunin,12,GTXPro,
Plussunin,12,MG Advanced,
Kinnamplus,25,GTX Plus Basic,
Hottechi,26,GTX Plus Pro,
Doncon,28,MG Special,
Betasoloin,4,MG Special,
Gogozoom,5,GTX Basic,
Dontechi,5,GTX Plus Pro,
Labdrill,6,GTX Plus Pro,
Xx-holding,7,GTX Basic,100.0
Doncon,7,GTXPro,
Dontechi,10,GTX Plus Basic,
Y-corporation,11,GTX Basic,2.0
Finhigh,13,GTX Basic,
Zumgoity,13,MG Special,
Zumgoity,14,GTX Plus Basic,
Hottechi,14,MG Special,
Mathtouch,15,GTX Plus Basic,
unknow,16,GTXPro,
Xx-holding,16,MG Advanced,
Dontechi,18,GTX Plus Basic,
Condax,18,MG Special,
dambase,18,MG Special,
Plusstrip,19,MG Special,
Donquadtech,21,GTX Plus Pro,
Groovestreet,22,MG Advanced,
Cancity,0,MG Special,
Globex Corporation,0,MG Special,
Konex,1,GTX Plus Basic,
Kinnamplus,12,GTX Basic,
Iselectrics,12,MG Advanced,1.0
Toughzap,23,GTX Plus Pro,
Isdom,23,MG Special,2.0
Statholdings,23,MG Special,
unknow,24,GTXPro,
Xx-zobam,24,GTX Plus Basic,
Konex,25,GTX Plus Basic,
Hottechi,26,GTXPro,
Streethex,26,MG Special,
Ganjaflex,27,GTXPro,
Sonron,28,GTXPro,
Sonron,28,MG Special,
Hottechi,3,GTX Plus Basic,2.0
Finjob,3,MG Advanced,
Xx-holding,4,GTX Plus Pro,
J-Texon,7,GTXPro,100.0
Sunnamplex,7,MG Special,
Rangreen,8,GTX Basic,
unknow,9,GTX Plus Basic,
Plexzap,9,MG Special,
Domzoom,10,GTX Plus Basic,
Cancity,10,MG Advanced,1.0
Rangreen,10,MG Advanced,0.0
Konmatfix,10,GTX Plus Pro,
Hottechi,11,MG Special,
Bioholding,13,GTX Basic,
Scottech,13,GTX Basic,99.0
Donware,15,MG Advanced,100.0
Bioplex,17,GTX Basic,99.0
Condax,17,MG Special,
Initech,20,MG Special,
Hottechi,0,GTX Basic,
Zotware,1,GTXPro,97.0
Ganjaflex,12,GTX Plus Pro,
Kinnamplus,24,GTX Basic,
Bioplex,24,GTX Plus Basic,99.0
Iselectrics,25,GTX Plus Basic,
Ron-tech,26,GTXPro,
Conecom,26,GTX Basic,
Warephase,26,GTXPro,
Silis,27,GTXPro,
Green-Plus,28,MG Advanced,
Kan-code,29,MG Advanced,
Bioholding,2,GTX Basic,
Cancity,2,MG Advanced,
Stanredtax,2,MG Advanced,
Plexzap,3,GTX Plus Basic,
Hatfan,3,MG Advanced,
unknow,4,GTXPro,
Lexiqvolax,4,GTX Plus Basic,
Treequote,5,GTXPro,
Cheers,6,MG Advanced,
Inity,8,GTX Plus Pro,
Condax,8,GTX Basic,95.0
Bioholding,8,MG Advanced,
Doncon,9,GTX Plus Basic,
Dontechi,10,GTX Plus Basic,
Treequote,10,GTX Plus Pro,100.0
Betasoloin,16,GTK 500,
Finjob,16,MG Special,
Genco Pura Olive Oil Company,18,MG Special,
Kan-code,19,MG Advanced,
Ganjaflex,21,MG Advanced,
Condax,12,GTX Plus Basic,
Plussunin,27,MG Advanced,
Mathtouch,27,GTXPro,
Konex,27,MG Advanced,
Green-Plus,28,MG Special,
Conecom,2,GTX Basic,
Scottech,8,MG Advanced,
unknow,9,GTXPro,
Gogozoom,10,GTX Plus Basic,
Hottechi,10,MG Advanced,
Ron-tech,10,GTX Plus Basic,
Konex,11,GTX Plus Basic,
Plusstrip,16,MG Advanced,
Codehow,18,MG Special,
Finjob,19,GTX Basic,
Sunnamplex,19,MG Special,
unknow,21,GTX Plus Pro,
Cheers,22,GTX Basic,99.0
unknow,25,GTX Plus Basic,0.0
Bubba Gump,25,GTXPro,100.0
Streethex,26,GTX Plus Basic,
Bioplex,27,MG Special,
Singletechno,28,GTXPro,
Vehement Capital Partners,29,GTX Basic,
Zotware,29,MG Advanced,
Isdom,2,GTX Plus Pro,99.0
Rantouch,4,GTX Basic,0.0
Lexiqvolax,4,MG Special,
Dontechi,8,MG Special,
Rangreen,8,MG Advanced,
Konex,9,GTX Plus Basic,
Singletechno,9,GTX Plus Pro,1.0
Blackzim,9,MG Special,0.0
Goodsilron,9,MG Advanced,
Toughzap,10,MG Advanced,100.0
Treequote,14,GTX Basic,
Treequote,14,GTX Plus Basic,
Bubba Gump,15,GTXPro,
Plexzap,16,MG Advanced,99.0
unknow,17,GTXPro,0.0
Hottechi,18,MG Special,0.0
Dontechi,18,MG Advanced,
unknow,19,MG Special,
Lexiqvolax,19,GTX Basic,
Sonron,19,MG Special,
Kinnamplus,20,MG Special,
J-Texon,22,GTX Basic,
Rangreen,0,GTX Basic,8.0
Toughzap,0,GTX Plus Pro,
Silis,1,GTX Basic,
Ontomedia,12,GTX Plus Pro,
Dontechi,23,MG Advanced,99.0
Isdom,26,GTX Plus Basic,0.0
Bioholding,26,GTXPro,
Isdom,26,GTXPro,
Rundofase,26,MG Advanced,
Mathtouch,29,MG Special,
Kan-code,29,GTXPro,100.0
Condax,2,MG Special,
Xx-holding,3,MG Advanced,
unknow,4,GTX Plus Pro,0.0
unknow,7,GTX Basic,
Rantouch,7,GTX Basic,
Finhigh,8,GTX Basic,
Isdom,8,MG Advanced,0.0
Betatech,8,GTX Plus Pro,
Warephase,10,GTXPro,
unknow,11,GTX Plus Pro,
Scotfind,11,MG Special,
Cancity,13,GTX Basic,
Isdom,14,GTX Plus Basic,
Stanredtax,18,MG Special,
Treequote,19,GTX Plus Pro,
Lexiqvolax,19,GTX Basic,
Acme Corporation,20,MG Special,
Silis,20,MG Special,
Umbrella Corporation,20,MG Special,
Rantouch,22,GTX Plus Basic,
Y-corporation,22,GTX Plus Basic,100.0
Finhigh,0,GTX Basic,
The New York Inquirer,1,MG Advanced,
Scotfind,12,GTX Basic,24.0
Cheers,12,GTX Plus Basic,
Konex,12,GTX Basic,
Streethex,23,GTX Plus Pro,
Konex,24,GTX Plus Pro,
Donquadtech,24,GTX Plus Basic,
Mathtouch,24,GTX Plus Pro,
Xx-zobam,25,GTX Plus Basic,5.0
Initech,25,GTX Plus Basic,
Yearin,25,GTXPro,
Rundofase,26,GTXPro,
Globex Corporation,26,GTXPro,99.0
Scottech,26,GTXPro,
Kinnamplus,27,GTX Basic,1.0
Bluth Company,27,GTX Plus Pro,
Sumace,29,GTX Plus Pro,
Xx-holding,3,GTX Plus Basic,
Cheers,3,MG Advanced,
Treequote,5,GTX Basic,
Goodsilron,6,GTX Basic,
Green-Plus,6,GTX Plus Pro,
Acme Corporation,9,MG Special,
Cheers,9,GTX Basic,2.0
Groovestreet,9,GTXPro,
Statholdings,10,GTX Basic,
Condax,10,GTXPro,98.0
Bluth Company,15,MG Special,
J-Texon,16,MG Special,
Bluth Company,17,GTXPro,
Golddex,19,GTX Basic,
Goodsilron,19,MG Advanced,
unknow,21,GTX Plus Pro,0.0
Ganjaflex,21,MG Advanced,2.0
Condax,21,MG Special,
Doncon,22,GTX Plus Pro,99.0
Warephase,0,GTX Plus Pro,
Konex,1,GTX Plus Basic,
Bioplex,12,GTX Plus Pro,
Scottech,23,MG Advanced,
Treequote,23,MG Advanced,
Zumgoity,23,GTX Basic,96.0
Cancity,26,GTX Plus Basic,0.0
Genco Pura Olive Oil Company,26,MG Advanced,
Codehow,26,GTX Plus Pro,
Toughzap,26,GTXPro,99.0
Warephase,5,GTX Basic,
dambase,5,GTX Plus Basic,
Dontechi,5,GTX Plus Basic,
Isdom,5,GTX Plus Basic,
Groovestreet,6,GTXPro,
Sunnamplex,6,GTX Plus Basic,
Hatfan,7,GTX Basic,99.0
Hottechi,8,MG Advanced,
Betatech,8,GTX Basic,
Genco Pura Olive Oil Company,8,GTX Plus Basic,
Ron-tech,10,GTX Plus Basic,
Cancity,10,MG Special,
Hottechi,11,GTX Basic,
Bluth Company,15,GTXPro,99.0
Konex,15,MG Advanced,
Umbrella Corporation,15,MG Advanced,
Gekko & Co,17,GTX Plus Basic,
Funholding,18,MG Special,
Kinnamplus,20,MG Special,
Massive Dynamic,20,MG Advanced,
Hottechi,22,GTX Basic,
Groovestreet,22,GTXPro,
Condax,22,GTX Basic,100.0
Rundofase,0,GTX Plus Pro,
Stanredtax,23,MG Advanced,
Bubba Gump,24,GTX Basic,99.0
Donware,25,GTX Plus Basic,
Toughzap,26,MG Special,
Zotware,27,MG Advanced,100.0
Condax,28,MG Special,
Hottechi,2,GTX Basic,
Funholding,2,GTX Plus Pro,
Ron-tech,2,MG Advanced,
Inity,2,MG Advanced,
Konex,3,MG Advanced,100.0
Rundofase,5,MG Special,
J-Texon,6,GTX Plus Basic,
Doncon,6,MG Special,
unknow,7,GTX Basic,
Rangreen,10,GTXPro,
Bluth Company,15,GTX Plus Basic,
Iselectrics,15,GTXPro,
Y-corporation,16,MG Special,
Rangreen,18,MG Advanced,
unknow,19,GTX Plus Pro,0.0
Hottechi,19,GTXPro,
Xx-zobam,20,MG Special,
Vehement Capital Partners,21,GTXPro,
Green-Plus,22,GTXPro,
Singletechno,22,GTXPro,
Cancity,0,MG Special,
Gogozoom,0,MG Special,98.0
unknow,1,MG Advanced,
Bluth Company,1,GTX Plus Pro,
Acme Corporation,1,MG Advanced,0.0
Bubba Gump,1,MG Special,
Plussunin,12,GTX Plus Pro,100.0
unknow,24,GTX Basic,
unknow,25,GTX Plus Basic,
Silis,25,GTXPro,
Betatech,26,GTXPro,
Finhigh,26,GTX Plus Pro,100.0
Rangreen,26,GTXPro,
Fasehatice,4,GTX Plus Pro,
dambase,5,GTX Basic,
Scottech,5,GTXPro,
Inity,5,MG Special,
J-Texon,7,GTX Basic,
Rantouch,9,MG Special,
Blackzim,11,GTXPro,
Nam-zim,19,MG Special,
Y-corporation,19,GTX Basic,
Gogozoom,21,GTXPro,8.0
Plusstrip,22,GTXPro,98.0
Hottechi,0,MG Special,
Stanredtax,23,GTX Basic,96.0
Zotware,24,GTXPro,
Rangreen,26,GTX Plus Basic,
Condax,26,GTX Plus Pro,97.0
Inity,26,GTXPro,
Stanredtax,26,GTXPro,
Zathunicon,27,MG Advanced,2.0
unknow,28,MG Special,0.0
Konex,28,GTK 500,
Acme Corporation,29,GTX Plus Pro,
Scotfind,3,MG Advanced,
Groovestreet,4,GTX Basic,4.0
Labdrill,4,GTXPro,0.0
Hatfan,4,GTX Plus Basic,
Blackzim,4,GTX Plus Pro,
Inity,5,GTX Basic,
Gogozoom,5,MG Special,
Finjob,6,GTXPro,
unknow,7,GTXPro,
Warephase,10,GTX Basic,
Stanredtax,13,MG Special,99.0
Dontechi,14,GTX Plus Basic,
Dontechi,14,GTX Plus Basic,
Funholding,14,GTXPro,
Gekko & Co,15,GTXPro,
Umbrella Corporation,15,MG Advanced,
Faxquote,16,GTX Basic,4.0
Umbrella Corporation,17,MG Advanced,98.0
Betatech,18,GTX Basic,
Conecom,18,MG Special,
Zoomit,19,MG Special,
Doncon,19,MG Advanced,
Xx-holding,22,MG Special,
Funholding,0,MG Special,
Ron-tech,0,MG Advanced,
Konex,1,GTX Basic,
Xx-zobam,1,GTXPro,
Zathunicon,12,MG Special,
Bubba Gump,12,MG Advanced,
Donware,24,GTX Plus Basic,
unknow,25,MG Advanced,0.0
dambase,26,GTX Plus Pro,
Finhigh,26,GTXPro,
Yearin,27,GTX Plus Basic,
unknow,28,MG Special,
Streethex,2,GTX Basic,
Stanredtax,2,MG Advanced,
Groovestreet,4,GTX Basic,
Condax,5,GTX Plus Basic,
Codehow,5,GTX Basic,
Statholdings,8,GTX Plus Basic,0.0
Globex Corporation,8,GTX Basic,
Hatfan,9,GTXPro,1.0
dambase,13,GTX Basic,100.0
Gogozoom,13,GTX Basic,
Zencorporation,15,MG Advanced,
The New York Inquirer,17,GTX Plus Pro,
dambase,18,MG Special,
Mathtouch,21,GTXPro,
Condax,22,GTX Plus Basic,
Streethex,0,GTX Plus Pro,
Umbrella Corporation,1,GTX Plus Basic,96.0
Zotware,12,GTX Basic,
Toughzap,23,MG Special,
Finhigh,23,MG Advanced,
Gekko & Co,25,GTX Plus Basic,
Initech,25,GTX Plus Basic,
Hottechi,26,MG Advanced,0.0
Genco Pura Olive Oil Company,26,MG Special,
Green-Plus,3,MG Advanced,
Rundofase,5,GTXPro,
Zumgoity,5,GTXPro,
Plexzap,6,GTX Basic,
Dalttechnology,7,GTX Basic,
Globex Corporation,8,GTX Basic,
Singletechno,9,GTX Basic,
Cheers,9,MG Special,99.0
Finhigh,10,GTX Plus Basic,0.0
Streethex,10,GTX Basic,100.0
Genco Pura Olive Oil Company,10,GTX Plus Basic,
Isdom,10,MG Advanced,
Condax,11,GTX Basic,
Hatfan,11,MG Special,
Rangreen,13,GTX Basic,
Kan-code,16,MG Special,
Finjob,19,GTX Plus Basic,
