Email Content,Sentiment Analysis,Feedback Rating,Follow-up Response Time,Cleaned Email,Sentiment Label,Email Sentiment Score
Appointment confirmation,Neutral,2.0,72.0,appointment confirmation,1,32.26
Payment reminder,Positive,5.0,48.0,payment reminder,2,32.26
Appointment confirmation,Negative,4.0,24.0,appointment confirmation,0,32.26
Insurance approval,Positive,2.0,48.0,insurance approval,2,33.3
Payment reminder,Positive,1.0,24.0,payment reminder,2,32.26
Appointment confirmation,Positive,5.0,48.0,appointment confirmation,2,32.26
Payment reminder,Positive,2.0,24.0,payment reminder,2,32.26
Payment reminder,Negative,4.0,72.0,payment reminder,0,32.26
Insurance approval,Positive,4.0,72.0,insurance approval,2,33.3
Payment reminder,Positive,2.0,72.0,payment reminder,2,32.26
Appointment confirmation,Positive,1.0,24.0,appointment confirmation,2,32.26
Payment reminder,Negative,5.0,24.0,payment reminder,0,32.26
Insurance approval,Neutral,4.0,24.0,insurance approval,1,33.3
Payment reminder,Neutral,2.0,48.0,payment reminder,1,32.26
Payment reminder,Positive,4.0,48.0,payment reminder,2,32.26
Appointment confirmation,Positive,3.0,24.0,appointment confirmation,2,32.26
Insurance approval,Positive,5.0,48.0,insurance approval,2,33.3
Payment reminder,Positive,2.0,24.0,payment reminder,2,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Appointment confirmation,Negative,4.0,72.0,appointment confirmation,0,32.26
Appointment confirmation,Neutral,2.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,3.0,48.0,payment reminder,0,32.26
Insurance approval,Neutral,3.0,24.0,insurance approval,1,33.3
Appointment confirmation,Positive,1.0,24.0,appointment confirmation,2,32.26
Payment reminder,Negative,1.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,3.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Payment reminder,Neutral,2.0,24.0,payment reminder,1,32.26
Appointment confirmation,Negative,5.0,72.0,appointment confirmation,0,32.26
Appointment confirmation,Neutral,4.0,48.0,appointment confirmation,1,32.26
Insurance approval,Positive,2.0,24.0,insurance approval,2,33.3
Insurance approval,Neutral,2.0,48.0,insurance approval,1,33.3
Insurance approval,Negative,2.0,24.0,insurance approval,0,33.3
Appointment confirmation,Negative,1.0,72.0,appointment confirmation,0,32.26
Insurance approval,Negative,1.0,72.0,insurance approval,0,33.3
Appointment confirmation,Neutral,4.0,48.0,appointment confirmation,1,32.26
Insurance approval,Positive,4.0,24.0,insurance approval,2,33.3
Appointment confirmation,Negative,2.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Positive,5.0,48.0,appointment confirmation,2,32.26
Payment reminder,Negative,2.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,3.0,24.0,payment reminder,0,32.26
Payment reminder,Negative,1.0,72.0,payment reminder,0,32.26
Insurance approval,Positive,4.0,48.0,insurance approval,2,33.3
Payment reminder,Negative,4.0,72.0,payment reminder,0,32.26
Appointment confirmation,Negative,5.0,24.0,appointment confirmation,0,32.26
Payment reminder,Neutral,4.0,24.0,payment reminder,1,32.26
Insurance approval,Neutral,2.0,72.0,insurance approval,1,33.3
Appointment confirmation,Neutral,1.0,48.0,appointment confirmation,1,32.26
Insurance approval,Negative,2.0,72.0,insurance approval,0,33.3
Appointment confirmation,Positive,1.0,24.0,appointment confirmation,2,32.26
Appointment confirmation,Negative,5.0,24.0,appointment confirmation,0,32.26
Appointment confirmation,Neutral,4.0,72.0,appointment confirmation,1,32.26
Insurance approval,Negative,2.0,72.0,insurance approval,0,33.3
Payment reminder,Positive,3.0,72.0,payment reminder,2,32.26
Insurance approval,Neutral,5.0,48.0,insurance approval,1,33.3
Insurance approval,Positive,2.0,48.0,insurance approval,2,33.3
Payment reminder,Positive,2.0,48.0,payment reminder,2,32.26
Appointment confirmation,Neutral,5.0,72.0,appointment confirmation,1,32.26
Insurance approval,Neutral,1.0,72.0,insurance approval,1,33.3
Insurance approval,Neutral,2.0,24.0,insurance approval,1,33.3
Insurance approval,Negative,1.0,24.0,insurance approval,0,33.3
Payment reminder,Neutral,1.0,48.0,payment reminder,1,32.26
Appointment confirmation,Neutral,2.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,4.0,48.0,payment reminder,0,32.26
Payment reminder,Negative,4.0,72.0,payment reminder,0,32.26
Payment reminder,Neutral,3.0,72.0,payment reminder,1,32.26
Appointment confirmation,Neutral,5.0,72.0,appointment confirmation,1,32.26
Insurance approval,Positive,3.0,72.0,insurance approval,2,33.3
Appointment confirmation,Neutral,5.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Neutral,3.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Positive,2.0,48.0,appointment confirmation,2,32.26
Insurance approval,Neutral,2.0,48.0,insurance approval,1,33.3
Appointment confirmation,Negative,5.0,24.0,appointment confirmation,0,32.26
Appointment confirmation,Neutral,3.0,72.0,appointment confirmation,1,32.26
Payment reminder,Negative,4.0,24.0,payment reminder,0,32.26
Appointment confirmation,Positive,5.0,72.0,appointment confirmation,2,32.26
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Insurance approval,Positive,1.0,48.0,insurance approval,2,33.3
Appointment confirmation,Positive,3.0,24.0,appointment confirmation,2,32.26
Insurance approval,Neutral,2.0,72.0,insurance approval,1,33.3
Appointment confirmation,Positive,3.0,72.0,appointment confirmation,2,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Appointment confirmation,Negative,1.0,72.0,appointment confirmation,0,32.26
Insurance approval,Positive,4.0,48.0,insurance approval,2,33.3
Payment reminder,Neutral,3.0,24.0,payment reminder,1,32.26
Insurance approval,Positive,2.0,48.0,insurance approval,2,33.3
Payment reminder,Neutral,2.0,48.0,payment reminder,1,32.26
Payment reminder,Negative,4.0,24.0,payment reminder,0,32.26
Appointment confirmation,Negative,4.0,48.0,appointment confirmation,0,32.26
Insurance approval,Negative,3.0,72.0,insurance approval,0,33.3
Insurance approval,Positive,3.0,48.0,insurance approval,2,33.3
Appointment confirmation,Neutral,5.0,72.0,appointment confirmation,1,32.26
Payment reminder,Neutral,3.0,72.0,payment reminder,1,32.26
Appointment confirmation,Neutral,1.0,72.0,appointment confirmation,1,32.26
Payment reminder,Positive,3.0,48.0,payment reminder,2,32.26
Appointment confirmation,Positive,1.0,48.0,appointment confirmation,2,32.26
Payment reminder,Negative,1.0,24.0,payment reminder,0,32.26
Payment reminder,Positive,4.0,48.0,payment reminder,2,32.26
Insurance approval,Positive,4.0,48.0,insurance approval,2,33.3
Appointment confirmation,Neutral,3.0,24.0,appointment confirmation,1,32.26
Insurance approval,Neutral,2.0,24.0,insurance approval,1,33.3
Payment reminder,Negative,2.0,48.0,payment reminder,0,32.26
Insurance approval,Neutral,1.0,72.0,insurance approval,1,33.3
Payment reminder,Negative,5.0,24.0,payment reminder,0,32.26
Insurance approval,Neutral,4.0,72.0,insurance approval,1,33.3
Appointment confirmation,Neutral,2.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Neutral,1.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Positive,3.0,48.0,appointment confirmation,2,32.26
Appointment confirmation,Positive,1.0,72.0,appointment confirmation,2,32.26
Appointment confirmation,Negative,4.0,24.0,appointment confirmation,0,32.26
Insurance approval,Negative,3.0,24.0,insurance approval,0,33.3
Insurance approval,Negative,4.0,48.0,insurance approval,0,33.3
Payment reminder,Positive,2.0,48.0,payment reminder,2,32.26
Insurance approval,Positive,3.0,48.0,insurance approval,2,33.3
Appointment confirmation,Positive,5.0,24.0,appointment confirmation,2,32.26
Insurance approval,Positive,5.0,24.0,insurance approval,2,33.3
Insurance approval,Positive,5.0,72.0,insurance approval,2,33.3
Payment reminder,Neutral,5.0,24.0,payment reminder,1,32.26
Appointment confirmation,Neutral,2.0,72.0,appointment confirmation,1,32.26
Insurance approval,Negative,5.0,48.0,insurance approval,0,33.3
Appointment confirmation,Neutral,4.0,24.0,appointment confirmation,1,32.26
Appointment confirmation,Neutral,2.0,24.0,appointment confirmation,1,32.26
Payment reminder,Neutral,5.0,48.0,payment reminder,1,32.26
Insurance approval,Negative,5.0,72.0,insurance approval,0,33.3
Payment reminder,Positive,1.0,72.0,payment reminder,2,32.26
Payment reminder,Negative,1.0,72.0,payment reminder,0,32.26
Appointment confirmation,Positive,1.0,24.0,appointment confirmation,2,32.26
Payment reminder,Positive,2.0,24.0,payment reminder,2,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Insurance approval,Neutral,5.0,72.0,insurance approval,1,33.3
Insurance approval,Positive,3.0,24.0,insurance approval,2,33.3
Insurance approval,Negative,2.0,24.0,insurance approval,0,33.3
Insurance approval,Positive,1.0,48.0,insurance approval,2,33.3
Payment reminder,Negative,2.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Payment reminder,Positive,5.0,72.0,payment reminder,2,32.26
Appointment confirmation,Negative,2.0,48.0,appointment confirmation,0,32.26
Insurance approval,Neutral,1.0,48.0,insurance approval,1,33.3
Appointment confirmation,Positive,2.0,24.0,appointment confirmation,2,32.26
Insurance approval,Negative,3.0,48.0,insurance approval,0,33.3
Payment reminder,Positive,5.0,24.0,payment reminder,2,32.26
Insurance approval,Neutral,4.0,72.0,insurance approval,1,33.3
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Appointment confirmation,Negative,4.0,72.0,appointment confirmation,0,32.26
Payment reminder,Neutral,2.0,48.0,payment reminder,1,32.26
Insurance approval,Neutral,2.0,24.0,insurance approval,1,33.3
Appointment confirmation,Negative,4.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Negative,2.0,48.0,appointment confirmation,0,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Payment reminder,Neutral,3.0,72.0,payment reminder,1,32.26
Payment reminder,Positive,3.0,24.0,payment reminder,2,32.26
Appointment confirmation,Neutral,4.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Insurance approval,Negative,2.0,48.0,insurance approval,0,33.3
Appointment confirmation,Neutral,4.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Neutral,5.0,72.0,appointment confirmation,1,32.26
Insurance approval,Neutral,4.0,24.0,insurance approval,1,33.3
Appointment confirmation,Negative,5.0,72.0,appointment confirmation,0,32.26
Insurance approval,Positive,5.0,72.0,insurance approval,2,33.3
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Insurance approval,Negative,5.0,24.0,insurance approval,0,33.3
Insurance approval,Negative,5.0,48.0,insurance approval,0,33.3
Payment reminder,Negative,1.0,24.0,payment reminder,0,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Payment reminder,Positive,4.0,24.0,payment reminder,2,32.26
Appointment confirmation,Positive,1.0,48.0,appointment confirmation,2,32.26
Insurance approval,Neutral,4.0,48.0,insurance approval,1,33.3
Payment reminder,Negative,5.0,24.0,payment reminder,0,32.26
Payment reminder,Neutral,5.0,48.0,payment reminder,1,32.26
Payment reminder,Positive,1.0,48.0,payment reminder,2,32.26
Appointment confirmation,Positive,1.0,48.0,appointment confirmation,2,32.26
Insurance approval,Neutral,1.0,72.0,insurance approval,1,33.3
Payment reminder,Negative,2.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,2.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,1.0,72.0,payment reminder,0,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Payment reminder,Negative,3.0,72.0,payment reminder,0,32.26
Appointment confirmation,Negative,1.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Positive,5.0,72.0,appointment confirmation,2,32.26
Appointment confirmation,Positive,3.0,72.0,appointment confirmation,2,32.26
Insurance approval,Negative,1.0,48.0,insurance approval,0,33.3
Appointment confirmation,Neutral,5.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,3.0,24.0,payment reminder,0,32.26
Payment reminder,Neutral,4.0,48.0,payment reminder,1,32.26
Payment reminder,Positive,3.0,48.0,payment reminder,2,32.26
Insurance approval,Neutral,4.0,24.0,insurance approval,1,33.3
Appointment confirmation,Negative,1.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Neutral,3.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Negative,2.0,72.0,appointment confirmation,0,32.26
Insurance approval,Neutral,2.0,72.0,insurance approval,1,33.3
Payment reminder,Positive,5.0,48.0,payment reminder,2,32.26
Appointment confirmation,Neutral,2.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Payment reminder,Negative,5.0,24.0,payment reminder,0,32.26
Payment reminder,Positive,1.0,72.0,payment reminder,2,32.26
Insurance approval,Neutral,4.0,24.0,insurance approval,1,33.3
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Appointment confirmation,Neutral,5.0,24.0,appointment confirmation,1,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Appointment confirmation,Negative,5.0,72.0,appointment confirmation,0,32.26
Insurance approval,Neutral,4.0,48.0,insurance approval,1,33.3
Appointment confirmation,Neutral,4.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,1.0,72.0,payment reminder,0,32.26
Payment reminder,Neutral,1.0,72.0,payment reminder,1,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Insurance approval,Neutral,1.0,48.0,insurance approval,1,33.3
Appointment confirmation,Positive,1.0,48.0,appointment confirmation,2,32.26
Insurance approval,Negative,5.0,48.0,insurance approval,0,33.3
Payment reminder,Positive,2.0,48.0,payment reminder,2,32.26
Appointment confirmation,Neutral,3.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Negative,2.0,24.0,appointment confirmation,0,32.26
Appointment confirmation,Negative,4.0,72.0,appointment confirmation,0,32.26
Appointment confirmation,Positive,2.0,72.0,appointment confirmation,2,32.26
Insurance approval,Neutral,1.0,48.0,insurance approval,1,33.3
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Appointment confirmation,Positive,2.0,48.0,appointment confirmation,2,32.26
Insurance approval,Positive,2.0,72.0,insurance approval,2,33.3
Insurance approval,Positive,2.0,72.0,insurance approval,2,33.3
Appointment confirmation,Neutral,3.0,48.0,appointment confirmation,1,32.26
Payment reminder,Positive,1.0,24.0,payment reminder,2,32.26
Payment reminder,Negative,1.0,72.0,payment reminder,0,32.26
Insurance approval,Positive,5.0,48.0,insurance approval,2,33.3
Payment reminder,Neutral,3.0,48.0,payment reminder,1,32.26
Insurance approval,Negative,1.0,48.0,insurance approval,0,33.3
Payment reminder,Negative,4.0,72.0,payment reminder,0,32.26
Appointment confirmation,Positive,2.0,48.0,appointment confirmation,2,32.26
Appointment confirmation,Negative,2.0,24.0,appointment confirmation,0,32.26
Payment reminder,Positive,4.0,72.0,payment reminder,2,32.26
Appointment confirmation,Neutral,5.0,24.0,appointment confirmation,1,32.26
Appointment confirmation,Negative,4.0,72.0,appointment confirmation,0,32.26
Payment reminder,Negative,3.0,24.0,payment reminder,0,32.26
Appointment confirmation,Negative,4.0,24.0,appointment confirmation,0,32.26
Payment reminder,Positive,3.0,72.0,payment reminder,2,32.26
Insurance approval,Negative,1.0,24.0,insurance approval,0,33.3
Insurance approval,Negative,3.0,48.0,insurance approval,0,33.3
Appointment confirmation,Negative,4.0,24.0,appointment confirmation,0,32.26
Payment reminder,Negative,4.0,24.0,payment reminder,0,32.26
Payment reminder,Neutral,5.0,72.0,payment reminder,1,32.26
Insurance approval,Negative,4.0,48.0,insurance approval,0,33.3
Insurance approval,Positive,5.0,48.0,insurance approval,2,33.3
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Insurance approval,Negative,1.0,24.0,insurance approval,0,33.3
Insurance approval,Neutral,5.0,24.0,insurance approval,1,33.3
Appointment confirmation,Positive,3.0,72.0,appointment confirmation,2,32.26
Insurance approval,Positive,2.0,72.0,insurance approval,2,33.3
Appointment confirmation,Positive,5.0,48.0,appointment confirmation,2,32.26
Payment reminder,Positive,5.0,72.0,payment reminder,2,32.26
Insurance approval,Positive,3.0,48.0,insurance approval,2,33.3
Insurance approval,Negative,3.0,24.0,insurance approval,0,33.3
Insurance approval,Negative,5.0,72.0,insurance approval,0,33.3
Appointment confirmation,Neutral,2.0,72.0,appointment confirmation,1,32.26
Insurance approval,Negative,5.0,72.0,insurance approval,0,33.3
Insurance approval,Negative,4.0,48.0,insurance approval,0,33.3
Payment reminder,Negative,3.0,72.0,payment reminder,0,32.26
Appointment confirmation,Positive,4.0,48.0,appointment confirmation,2,32.26
Insurance approval,Positive,2.0,48.0,insurance approval,2,33.3
Appointment confirmation,Positive,3.0,72.0,appointment confirmation,2,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Appointment confirmation,Neutral,1.0,72.0,appointment confirmation,1,32.26
Payment reminder,Neutral,1.0,48.0,payment reminder,1,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Payment reminder,Positive,3.0,72.0,payment reminder,2,32.26
Insurance approval,Positive,1.0,48.0,insurance approval,2,33.3
Insurance approval,Negative,4.0,72.0,insurance approval,0,33.3
Insurance approval,Negative,1.0,24.0,insurance approval,0,33.3
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Appointment confirmation,Negative,4.0,72.0,appointment confirmation,0,32.26
Appointment confirmation,Positive,5.0,48.0,appointment confirmation,2,32.26
Insurance approval,Neutral,3.0,72.0,insurance approval,1,33.3
Appointment confirmation,Positive,3.0,24.0,appointment confirmation,2,32.26
Appointment confirmation,Neutral,1.0,72.0,appointment confirmation,1,32.26
Payment reminder,Positive,3.0,24.0,payment reminder,2,32.26
Payment reminder,Neutral,3.0,48.0,payment reminder,1,32.26
Payment reminder,Neutral,3.0,48.0,payment reminder,1,32.26
Appointment confirmation,Neutral,1.0,24.0,appointment confirmation,1,32.26
Appointment confirmation,Neutral,1.0,48.0,appointment confirmation,1,32.26
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Payment reminder,Positive,3.0,48.0,payment reminder,2,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Insurance approval,Neutral,3.0,72.0,insurance approval,1,33.3
Appointment confirmation,Negative,1.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Negative,4.0,72.0,appointment confirmation,0,32.26
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Appointment confirmation,Negative,3.0,48.0,appointment confirmation,0,32.26
Payment reminder,Neutral,2.0,24.0,payment reminder,1,32.26
Insurance approval,Positive,4.0,48.0,insurance approval,2,33.3
Payment reminder,Positive,5.0,72.0,payment reminder,2,32.26
Appointment confirmation,Negative,4.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Positive,2.0,48.0,appointment confirmation,2,32.26
Payment reminder,Neutral,3.0,72.0,payment reminder,1,32.26
Appointment confirmation,Negative,3.0,72.0,appointment confirmation,0,32.26
Insurance approval,Positive,4.0,48.0,insurance approval,2,33.3
Insurance approval,Neutral,3.0,48.0,insurance approval,1,33.3
Payment reminder,Negative,5.0,48.0,payment reminder,0,32.26
Appointment confirmation,Neutral,4.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Insurance approval,Neutral,3.0,48.0,insurance approval,1,33.3
Insurance approval,Neutral,2.0,72.0,insurance approval,1,33.3
Payment reminder,Negative,1.0,24.0,payment reminder,0,32.26
Payment reminder,Negative,1.0,24.0,payment reminder,0,32.26
Appointment confirmation,Neutral,2.0,72.0,appointment confirmation,1,32.26
Appointment confirmation,Neutral,3.0,24.0,appointment confirmation,1,32.26
Appointment confirmation,Negative,1.0,72.0,appointment confirmation,0,32.26
Insurance approval,Negative,2.0,72.0,insurance approval,0,33.3
Insurance approval,Positive,1.0,72.0,insurance approval,2,33.3
Insurance approval,Negative,5.0,72.0,insurance approval,0,33.3
Payment reminder,Neutral,1.0,48.0,payment reminder,1,32.26
Appointment confirmation,Positive,1.0,24.0,appointment confirmation,2,32.26
Insurance approval,Negative,2.0,48.0,insurance approval,0,33.3
Insurance approval,Negative,1.0,24.0,insurance approval,0,33.3
Payment reminder,Neutral,3.0,48.0,payment reminder,1,32.26
Appointment confirmation,Negative,1.0,48.0,appointment confirmation,0,32.26
Payment reminder,Positive,2.0,24.0,payment reminder,2,32.26
Insurance approval,Negative,3.0,24.0,insurance approval,0,33.3
Appointment confirmation,Positive,1.0,48.0,appointment confirmation,2,32.26
Payment reminder,Positive,1.0,48.0,payment reminder,2,32.26
Appointment confirmation,Neutral,1.0,24.0,appointment confirmation,1,32.26
Insurance approval,Positive,4.0,24.0,insurance approval,2,33.3
Appointment confirmation,Negative,4.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Neutral,1.0,48.0,appointment confirmation,1,32.26
Appointment confirmation,Negative,5.0,48.0,appointment confirmation,0,32.26
Appointment confirmation,Neutral,4.0,24.0,appointment confirmation,1,32.26
Appointment confirmation,Negative,3.0,24.0,appointment confirmation,0,32.26
Payment reminder,Neutral,5.0,72.0,payment reminder,1,32.26
Insurance approval,Neutral,3.0,48.0,insurance approval,1,33.3
Insurance approval,Positive,3.0,24.0,insurance approval,2,33.3
Appointment confirmation,Positive,4.0,48.0,appointment confirmation,2,32.26
Insurance approval,Neutral,5.0,48.0,insurance approval,1,33.3
Payment reminder,Neutral,5.0,48.0,payment reminder,1,32.26
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Payment reminder,Neutral,5.0,24.0,payment reminder,1,32.26
Appointment confirmation,Negative,2.0,24.0,appointment confirmation,0,32.26
Payment reminder,Positive,4.0,24.0,payment reminder,2,32.26
Insurance approval,Negative,4.0,24.0,insurance approval,0,33.3
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Insurance approval,Positive,1.0,48.0,insurance approval,2,33.3
Payment reminder,Negative,3.0,24.0,payment reminder,0,32.26
Payment reminder,Positive,5.0,48.0,payment reminder,2,32.26
Insurance approval,Neutral,1.0,24.0,insurance approval,1,33.3
Appointment confirmation,Positive,4.0,24.0,appointment confirmation,2,32.26
Insurance approval,Positive,4.0,24.0,insurance approval,2,33.3
Insurance approval,Positive,4.0,48.0,insurance approval,2,33.3
Payment reminder,Negative,1.0,24.0,payment reminder,0,32.26
Payment reminder,Negative,4.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,4.0,72.0,payment reminder,0,32.26
Payment reminder,Neutral,1.0,72.0,payment reminder,1,32.26
Insurance approval,Negative,1.0,24.0,insurance approval,0,33.3
Appointment confirmation,Neutral,3.0,24.0,appointment confirmation,1,32.26
Insurance approval,Positive,1.0,48.0,insurance approval,2,33.3
Appointment confirmation,Negative,4.0,48.0,appointment confirmation,0,32.26
Payment reminder,Positive,1.0,48.0,payment reminder,2,32.26
Payment reminder,Positive,4.0,48.0,payment reminder,2,32.26
Payment reminder,Neutral,5.0,72.0,payment reminder,1,32.26
Payment reminder,Neutral,2.0,24.0,payment reminder,1,32.26
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Payment reminder,Positive,3.0,72.0,payment reminder,2,32.26
Payment reminder,Negative,3.0,48.0,payment reminder,0,32.26
Payment reminder,Positive,3.0,48.0,payment reminder,2,32.26
Appointment confirmation,Neutral,3.0,24.0,appointment confirmation,1,32.26
Insurance approval,Positive,2.0,24.0,insurance approval,2,33.3
Insurance approval,Neutral,2.0,24.0,insurance approval,1,33.3
Insurance approval,Positive,3.0,48.0,insurance approval,2,33.3
Appointment confirmation,Positive,5.0,72.0,appointment confirmation,2,32.26
Payment reminder,Neutral,1.0,24.0,payment reminder,1,32.26
Appointment confirmation,Neutral,5.0,48.0,appointment confirmation,1,32.26
Payment reminder,Neutral,5.0,72.0,payment reminder,1,32.26
Appointment confirmation,Negative,5.0,72.0,appointment confirmation,0,32.26
Payment reminder,Positive,5.0,72.0,payment reminder,2,32.26
Appointment confirmation,Positive,2.0,72.0,appointment confirmation,2,32.26
Appointment confirmation,Negative,2.0,48.0,appointment confirmation,0,32.26
Insurance approval,Neutral,3.0,24.0,insurance approval,1,33.3
Insurance approval,Negative,2.0,24.0,insurance approval,0,33.3
Insurance approval,Negative,5.0,24.0,insurance approval,0,33.3
Payment reminder,Neutral,5.0,48.0,payment reminder,1,32.26
Payment reminder,Negative,1.0,48.0,payment reminder,0,32.26
Appointment confirmation,Positive,2.0,48.0,appointment confirmation,2,32.26
Appointment confirmation,Positive,3.0,72.0,appointment confirmation,2,32.26
Insurance approval,Negative,3.0,72.0,insurance approval,0,33.3
Appointment confirmation,Neutral,3.0,72.0,appointment confirmation,1,32.26
Payment reminder,Neutral,3.0,48.0,payment reminder,1,32.26
Payment reminder,Neutral,2.0,72.0,payment reminder,1,32.26
Payment reminder,Negative,1.0,24.0,payment reminder,0,32.26
Payment reminder,Positive,2.0,48.0,payment reminder,2,32.26
Payment reminder,Negative,2.0,48.0,payment reminder,0,32.26
Appointment confirmation,Neutral,3.0,24.0,appointment confirmation,1,32.26
Appointment confirmation,Positive,5.0,24.0,appointment confirmation,2,32.26
Insurance approval,Negative,1.0,72.0,insurance approval,0,33.3
Payment reminder,Positive,1.0,48.0,payment reminder,2,32.26
Appointment confirmation,Neutral,3.0,24.0,appointment confirmation,1,32.26
Payment reminder,Neutral,5.0,48.0,payment reminder,1,32.26
Insurance approval,Negative,4.0,72.0,insurance approval,0,33.3
Payment reminder,Negative,2.0,72.0,payment reminder,0,32.26
Insurance approval,Neutral,1.0,24.0,insurance approval,1,33.3
Insurance approval,Negative,1.0,72.0,insurance approval,0,33.3
Insurance approval,Neutral,1.0,24.0,insurance approval,1,33.3
Payment reminder,Positive,1.0,48.0,payment reminder,2,32.26
Payment reminder,Negative,5.0,72.0,payment reminder,0,32.26
Payment reminder,Negative,4.0,72.0,payment reminder,0,32.26
Appointment confirmation,Neutral,5.0,24.0,appointment confirmation,1,32.26
Appointment confirmation,Negative,1.0,24.0,appointment confirmation,0,32.26
Insurance approval,Negative,1.0,48.0,insurance approval,0,33.3
Payment reminder,Negative,4.0,48.0,payment reminder,0,32.26
Payment reminder,Positive,5.0,48.0,payment reminder,2,32.26
Insurance approval,Positive,5.0,48.0,insurance approval,2,33.3
Appointment confirmation,Positive,4.0,48.0,appointment confirmation,2,32.26
Insurance approval,Neutral,1.0,48.0,insurance approval,1,33.3
Insurance approval,Neutral,3.0,72.0,insurance approval,1,33.3
Payment reminder,Positive,5.0,24.0,payment reminder,2,32.26
Appointment confirmation,Positive,5.0,72.0,appointment confirmation,2,32.26
Payment reminder,Negative,3.0,72.0,payment reminder,0,32.26
Appointment confirmation,Neutral,3.0,24.0,appointment confirmation,1,32.26
Payment reminder,Negative,4.0,48.0,payment reminder,0,32.26
Insurance approval,Neutral,3.0,72.0,insurance approval,1,33.3
Payment reminder,Positive,2.0,24.0,payment reminder,2,32.26
Payment reminder,Neutral,2.0,24.0,payment reminder,1,32.26
Appointment confirmation,Neutral,5.0,24.0,appointment confirmation,1,32.26
Insurance approval,Positive,2.0,48.0,insurance approval,2,33.3
Insurance approval,Positive,4.0,72.0,insurance approval,2,33.3
Insurance approval,Neutral,3.0,72.0,insurance approval,1,33.3
Payment reminder,Positive,1.0,24.0,payment reminder,2,32.26
Insurance approval,Neutral,1.0,72.0,insurance approval,1,33.3
Appointment confirmation,Negative,3.0,48.0,appointment confirmation,0,32.26
